,date,press,title,content,link
29009,2020.08.25.,위키트리,호우피해 농가에 재난지원금 지급한다,  재난지원금은 병충해 방제 농약대와 대체 작물을 심을 수 있는 대파대 비용 등으로 활용할 수 있다.이와 관련 시는 농업기반시설 피해가 가장 큰 삼천3동과 우아2동을 중심으로 11대의 굴삭기를 동원해 농로와 농수로... ,https://www.wikitree.co.kr/articles/565468
29065,2020.08.25.,뉴스1,"전주시, 호우피해 농가 돕는다…재난지원금 지원",  재난지원금은 병충해 방제 농약대와 대체 작물을 심을 수 있는 대파대 비용 등으로 활용할 수 있다. 이와 함께 시는 농작물재해보험에 가입한 호우피해 농가에게 보험금이 적기에 지급될 수 있도록 농협손해보험에... ,https://www.news1.kr/articles/?4037017
29215,2020.08.26.,디트뉴스24,용담댐 물폭탄으로 부서진 금산의 농심(農心),  그래서 농사를 짓다가 날벼락을 맞은 농민들은 그저 막막하기만 하다. 제대로 된 피해 배상을 해 줄 곳이 없기 때문이다. 인삼포 10a(300평)가 피해를 입었을 경우 정부 무상지원금은 고작 176만원 남짓의 대파비 및... ,http://www.dtnews24.com/news/articleView.html?idxno=585965
31395,2020.09.08.,베타뉴스,"동서발전, “차세대 영농형 태양광 생산량 17% 향상""",  ⓒ(사진제공=동서발전) 태양광 발전 하면서 농사도 짓는 영농형 태양광 연구개발 노지 대비 보리 생산량 17% 향상…대파 등 추가 검증 계획 [울산 베타뉴스=박현 기자]한국동서발전(주)(사장 박일준)는 농지에 태양광... ,http://www.betanews.net:8080/article/1231825.html
31972,2020.09.09.,농업경제신문,"정부, ‘태풍 피해’로 인한 쌀 수급대책 마련","  이에 따라 농식품부는 병충해 피해가 클 것으로 보고 수확기까지 주요 병해충에 대해 일제 방제를 추진한다. 낙과 수거, 폐사축 처리 등 농장 정비에는 현장 일손 돕기를 실시한다. 피해 농가에는 농약대·대파대·생계비... ",http://www.thekpm.com/view.php?ud=202009091630585398bedaf1e52b_17
31982,2020.09.09.,에너지경제,"동서발전, 차세대 영농형 태양광 ‘생산량 17% 향상",  -태양광 발전 하면서 농사도 짓는 영농형 태양광 연구개발 -노지 대비 보리 생산량 17% 향상…대파 등 추가 검증 계획 한국동서발전(사장 박일준)이 농지에 태양광 설비를 설치해 전력을 생산하는 동시에 농작물... ,http://www.ekn.kr/news/article.html?no=522184
32680,2020.09.14.,한겨레,집중호우 피해 4만7천 농가에 재해복구비 1272억원 지원,"  농약대는 자연재해로 농작물이 일부 피해를 봤을 때 병충해 방제에 소요되는 비용, 대파대는 농작물 피해가 커 수확하지 못할 경우 새로운 농작물 생산을 위한 파종에 드는 비용을 말한다. 농약대 5개 항목과 대파대... ",http://www.hani.co.kr/arti/economy/economy_general/962088.html
32707,2020.09.14.,MBC,장마 피해 4만7천여 농가에 재해복구비 1천272억원 지원,"  경우 오이·호박 등 과채류는 884만원, 벼·콩 등은 380만원의 대파대를 지원하기로 했습니다. 농약대는 자연재해로 농작물이 일부 피해를 봤을 때 병충해 방제에 드는 비용, 대파대는 대체 파종에 드는 비용을 말합니다. ",https://imnews.imbc.com/news/2020/econo/article/5909748_32647.html
32709,2020.09.14.,미디어펜,"정부, 집중호우 피해 농가에 재해복구비 1272억원 지원","  농약대는 자연재해 시 병충해 방제에 드는 비용, 대파대는 대체 파종에 드는 비용을 말한다. 정부는 농약대 5개 항목과 대파대 20개 항목은 현행 실거래가의 80% 수준에서 100%로, 비닐하우스·축사 등 농업시설과... ",http://www.mediapen.com/news/view/557648
32711,2020.09.14.,헤럴드경제,"농식품부, 호우피해 4만7000여 농가에 재해복구비 1272억원 지원","  농약대는 자연재해로 농작물이 일부 피해를 봤을 때 병충해 방제에 드는 비용, 대파대는 대체 파종에 드는 비용을 말한다. 정부는 농약대 5개 항목과 대파대 20개 항목은 현행 실거래가의 80% 수준에서 100%로... ",http://news.heraldcorp.com/view.php?ud=20200914000843
33730,2020.09.17.,대구일보,"대구, 예년보다 추석 차례상 비용 비싸질 것…품목 가격 대부분 올라","  특히 연일 내린 비로 농산물 가격이 폭등해 상차림 물가를 올리는데 견인했다. 한 대형마트에서 대파(1㎏)는 5천870원으로 지난해(3천790원)보다 54.8% 올랐고, 애호박(1개)은 2천990원으로 지난해(1천720원)보다 73.8... ",http://www.idaegu.com/newsView/idg202009170074
33944,2020.09.17.,고양신문,"코끼리마늘ㆍ홍산마늘, 재배 성공했어요","  일명 대왕마늘이라 불리는 코끼리마늘은 토종농산물로 단군신화에서 곰과 호랑이가 동굴 속에서 먹은... 자부심으로 농사에 매진하고 있다""고 말했다. 그는 마늘 외에도 무, 배추, 단호박, 당근, 대파 등 10여 품종을... ",http://www.mygoyang.com/news/articleView.html?idxno=60840
34692,2020.09.18.,경향신문,[고영의 문헌 속 ‘밥상’] 육개장,  20세기 초 낙동강 유역의 신품종 대파 농사와 만난 육개장은 영남판으로 재구성되었다. 1929년 12월 발행된 ‘별건곤’ 제24호에 따르면 육개장의 ‘본토’는 ‘대구’이고 그 관능이 이렇다. “혓바닥이 델 만큼 뜨겁고... ,http://news.khan.co.kr/kh_news/khan_art_view.html?artid=202009180300075&code=990100
34719,2020.09.18.,한국농어민신문,[코로나 시대 성찰과 농의 가치] “자본주의 시장경제 민낯 확인…농업·농촌...,"  코로나19가?확산되면서?미얀마,?베트남,?캄보디아,?우크라이나?등?농산물?수출국들이?곳간?문을... 더?큰?문제는?이렇게?생산량이?줄고?있는데도?양파,?대파,?마늘?등?대부분의?농산물가격이?계속?추락하고... ",http://www.agrinet.co.kr/news/articleView.html?idxno=179796
34822,2020.09.18.,국제뉴스,"서울시, 산지 직송 농산물…전통시장서 30% 쎄일 지원","  서울시가 ""전통시장 이용 고객 대상 30% 저렴한 가격으로 산지 직송 농산물을 공급하는 전통시장 매출 회복 지원을 시행한다""고 밝혔다. 서울시가 긴 장마와 집중호우로 가격이 폭등한 배추와 대파를 산지직송으로... ",http://www.gukjenews.com/news/articleView.html?idxno=2075726
34857,2020.09.18.,KBS,껑충 뛴 추석 물가…상인도?소비자도 ‘한숨’,"  긴 장마와 태풍으로 과일을 비롯한 농산물 가격이 크게 올랐는데요, 올라도 너무 오른 물가에 추석 대목을... 무와 대파,양파,오이 등 다른 농산물도 지난해에 비해 30~80%가량 껑충 뛰었습니다. [농산물 가게 상인... ",http://news.kbs.co.kr/news/view.do?ncd=5007329&ref=A
34989,2020.09.18.,조선비즈언론사 선정,"金배추 1포기 만원, 소고기보다 비싸네? 추석 장바구니 물가 '비상'","  치솟은 농산물 가격을 보고 깜짝 놀랐다. 임씨는 ""평소 4000원대 안팎이던 계란 한 판(1+등급)이 7480원이었고 상추 한 봉지에 3280원, 대파 한 단에 4280원이라 선뜻 장바구니에 담을 수 없었다""며 ""다른 농산물도 작년... ",https://biz.chosun.com/site/data/html_dir/2020/09/18/2020091801494.html?utm_source=naver&utm_medium=original&utm_campaign=biz
35878,2020.09.20.,농민신문,"[국정감사 맥 짚기] 농업, 자연재난 피해 심각…온난화 대응 상황 철저한 점검...","  ◆일상화된 재해=봄철 저온 현상, 긴 장마, 기록적 폭우, 잇단 태풍, 매미나방 유충 창궐…. 2020년엔 이상기후로 인한 자연재난·병해충 피해가 유독 컸다. 정부가 최근 대파대·가축입식비 등 재난복구비 단가를 전격 상향... ",http://www.nongmin.com/article/ar_detail.htm?ar_id=600380
36266,2020.09.21.,스포츠서울,"추석 차례상 비용, 전통시장이 대형마트보다 20% 저렴","  공단은 “긴 장마와 태풍 등 연이은 기상 악재와 맞물려 전통시장과 대형마트 모두 물가가 상승한 것으로 조사됐다. 특히 무, 대파 등 채소류는 연이은 기상 악화로 작황이 매우 좋지 않고 출하량이 감소해 가격이... ",http://www.sportsseoul.com/news/read/960625?ref=naver
36721,2020.09.21.,충청타임즈,"추석 제수용품, 전통시장이 대형마트보다 20.4% 저렴","  긴 장마와 태풍 등 연이은 기상 악재와 맞물려 전통시장과 대형마트 모두 물가가 상승했으며, 무·대파 등 채소류는 작황이 좋지 않고, 출하량이 감소해 가격이 크게 상승했다. 과일류는 생육부진·낙과피해 등으로... ",http://www.cctimes.kr/news/articleView.html?idxno=628368
36736,2020.09.21.,국제뉴스,"소진공, 추석 제수용품, 전통시장이 대형마트보다 20.4% 저렴","  긴 장마와 태풍 등 연이은 기상 악재와 맞물려 전통시장(10.8%)과 대형마트(4.3%) 모두 물가가 상승한 것으로 조사됐다. 특히, 무, 대파 등 채소류는 연이은 기상 악화로 작황이 매우 좋지 않고, 출하량이 감소해... ",http://www.gukjenews.com/news/articleView.html?idxno=2077538
37032,2020.09.21.,로이슈,"소진공 ""추석 제수용품, 전통시장이 대형마트보다 20.4% 저렴""","  긴 장마와 태풍 등 연이은 기상 악재와 맞물려 전통시장(10.8%)과 대형마트(4.3%) 모두 물가가 상승한 것으로 조사됐다. 특히 무, 대파 등 채소류는 연이은 기상 악화로 작황이 매우 좋지 않고, 출하량이 감소해... ",http://www.lawissue.co.kr/view.php?ud=202009212215341432f4ab64559d_12
37062,2020.09.21.,부산일보,"추석 제수용품, 전통시장이 대형마트보다 20.4% 싸다","  공단은 ""긴 장마와 태풍 등 연이은 기상 악재와 맞물려 전통시장과 대형마트 모두 물가가 상승한 것으로 조사됐다""며 ""특히 무, 대파 등 채소류는 연이은 기상 악화로 작황이 매우 좋지 않고 출하량이 감소해... ",http://www.busan.com/view/busan/view.php?code=2020092115460608445
37117,2020.09.21.,이코노믹리뷰,"추석 차례상 비용, 전통시장이 대형마트보다 20.4% 저렴","  이는 올 여름 긴 장마와 태풍 등 연이은 기상 악재로 인해 물가가 상승한 것으로 풀이된다. 특히 무, 대파 등 채소류는 작황이 매우 좋지 않고 출하량이 감소해 가격이 크게 올랐다. 과일류 역시... ",http://www.econovill.com/news/articleView.html?idxno=412673
37139,2020.09.21.,MBC,"""전통시장서 차례상 준비하면 대형마트보다 20% 저렴""","  공단은 ""긴 장마와 태풍 등 연이은 기상 악재로 전통시장과 대형마트 모두 물가가 상승한 것으로 조사됐다""며 ""특히 무, 대파 등 채소류는 작황이 좋지 않고 출하량이 감소해 가격이 크게 올랐다""고 설명했습니다. ",https://imnews.imbc.com/news/2020/econo/article/5916311_32647.html
37156,2020.09.21.,브릿지경제,"올 추석 차례상 비용, 전통시장이 대형마트보다 20% 저렴","  긴 장마와 태풍 등 연이은 기상 악재와 맞물려 전통시장과 대형마트 모두 물가가 올랐다는 게 소진공의 분석이다. 특히 무, 대파 등 채소류는 연이은 기상 악화로 작황이 매우 좋지 않고 출하량이 감소해 가격이... ",http://www.viva100.com/main/view.php?key=20200921010004282
37177,2020.09.21.,신아일보,"추석 제수용품, 전통시장이 대형마트보다 20% 저렴","  전통시장(10.8%)과 대형마트(4.3%) 모두 긴 장마와 태풍 등 연이은 기상 악재와 맞물려 물가가 상승된 것으로 풀이된다. 이와 관련해 무, 대파 등 채소류는 연이은 기상 악화로 작황이 매우 좋지 않고 출하량이... ",http://www.shinailbo.co.kr/news/articleView.html?idxno=1323136
37185,2020.09.21.,그린데일리,"추석 차례상 비용, 시장 25만원대로 마트보다 20% 저렴해","  소진공은 제수용품 가격 상승에 대해 긴 장마와 태풍 등 연이은 기상 악재가 맞물린 영향이라고 자체 분석했다. 특히 무·대파 등 채소류는 연이은 기상 악화로 작황이 매우 좋지 않았고, 과일류는 생육부진과... ",http://www.greendaily.co.kr/news/article.html?id=20200921130004
37198,2020.09.21.,내일신문,"추석 제수용품, 전통시장이 저렴","  대형마트는 약 4.3% 올랐다.(30만3034원→31민6058원) 긴 장마와 태풍 등 연이은 기상 악재로 전통시장(10.8%)과 대형마트(4.3%) 모두 물가가 상승했다. 특히 무 대파 등 채소류는 작황이 매우 좋지 않고, 출하량이... ",http://www.naeil.com/news_view/?id_art=362585
37398,2020.09.21.,BBS NEWS,"""추석 차례상 비용, 전통시장이 대형마트보다 20% 싸""","  공단은 ""긴 장마와 태풍 등 연이은 기상 악재와 맞물려 전통시장과 대형마트 모두 물가가 상승한 것으로 조사됐다""며 ""특히 무, 대파 등 채소류는 연이은 기상 악화로 작황이 매우 좋지 않고 출하량이 감소해 가격이... ",http://news.bbsi.co.kr/news/articleView.html?idxno=3005335
37460,2020.09.21.,메트로신문,"추석 차례상, 전통시장이 대형마트보다 20.4% 저렴","  긴 장마와 태풍 등 날씨가 고르지못해 전통시장, 대형마트 물가가 모두 오른 가운데 특히 무, 대파 등 채소류가 상대적으로 많이 상승했다. 과일류도 배를 제외하고는 대부분이 생육부진, 낙과피해 등으로... ",http://www.metroseoul.co.kr/article/20200921500136
37463,2020.09.21.,뉴스토마토,"추석 차례상 비용, 전통시장이 대형마트보다 20.4% 싸다","  올해는 긴 장마와 태풍 등 연이은 기상 악재와 맞물려 전통시장(10.8%)과 대형마트(4.3%) 모두 물가가 상승한 것으로 조사됐다. 특히 무, 대파 등 채소류는 연이은 기상 악화로 작황이 매우 좋지 않고, 출하량이... ",http://www.newstomato.com/ReadNews.aspx?no=997122
37512,2020.09.21.,머니투데이,추석 차례상 비용…전통시장 25만원 vs 대형마트 31만원,"  긴 장마와 태풍 등 연이은 기상 악재와 맞물려 전통시장과 대형마트 모두 물가가 상승한 것으로 조사되었다. 특히 무, 대파 등 채소류는 연이은 기상 악화로 작황이 매우 좋지 않고, 출하량이 감소해 가격이 크게... ",http://news.mt.co.kr/mtview.php?no=2020092110090225604
37548,2020.09.21.,한국경제언론사 선정,추석 차례상 물가 전통시장이 대형마트보다 20% 싸다,"  채소류는 무, 대파 등 주요 작물이 긴 장마와 태풍으로 인해 출하량이 줄면서 평균 가격(2만3034)이 작년 대비 28% 뛰었다. 이어 육류(13.7%), 기타(6.5%), 수산물(6.1%), 과일류(5.1%) 순으로 전년 대비 평균 가격 상승 폭이... ",https://www.hankyung.com/economy/article/202009212278i
37554,2020.09.21.,스포츠조선,올해 추석 차례상 비용 '전통시장 25만1442원' vs '대형마트 31만6058원',"  소상공인시장진흥공단은 ""긴 장마와 태풍 등 연이은 기상 악재와 맞물려 전통시장과 대형마트 모두 물가가 상승한 것으로 조사됐다""며 ""과일류는 생육부진과 낙과피해가 컸고, 무·대파 등 채소류는 연이은 기상... ",http://sports.chosun.com/news/ntype.htm?id=202009220100195640012833&servicedate=20200921
37974,2020.09.21.,조선비즈,전통시장 추석 차례상 비용 25만원…대형마트보다 20.4% 저렴,"  긴 장마와 태풍 등으로 전통시장(10.8%)과 대형마트(4.3%) 모두 물가가 상승한 것으로 조사되었다. 특히 무, 대파 등 채소류는 가격이 크게 상승했다. 과일류도 생육부진, 낙과피해 등으로 가격이 올랐고 대과... ",https://biz.chosun.com/site/data/html_dir/2020/09/21/2020092100668.html?utm_source=naver&utm_medium=original&utm_campaign=biz
38095,2020.09.21.,중소기업뉴스,"추석 제수용품, 전통시장이 대형마트보다 20.4% 저렴","  긴 장마와 태풍 등 연이은 기상 악재와 맞물려 전통시장(10.8%)과 대형마트(4.3%) 모두 물가가 상승한 것으로 조사되었다. 특히 무, 대파 등 채소류는 연이은 기상 악화로 작황이 매우 좋지 않고, 출하량이 감소해... ",http://news.kbiz.or.kr/news/articleView.html?idxno=72680
39393,2020.09.22.,컨슈머타임스,"소진공, '추석 제수용품' 전통시장이 대형마트보다 20.4% 저렴","  긴 장마와 태풍 등 연이은 기상 악재와 맞물려 전통시장(10.8%)과 대형마트(4.3%) 모두 물가가 상승한 것으로 조사됐다. 특히 무, 대파 등 채소류는 연이은 기상 악화로 작황이 매우 좋지 않고 출하량이 감소해... ",http://www.cstimes.com/news/articleView.html?idxno=431607
40020,2020.09.23.,충남일보,"추석 제수용품, ""전통시장이 대형마트보다 더 저렴""","  한편 긴 장마와 태풍 등 연이은 기상 악재와 맞물려 전통시장(10.8%)과 대형마트(4.3%) 모두 물가가 상승했다. 특히 무, 대파 등 채소류는 연이은 기상 악화로 작황이 매우 좋지 않고 출하량이 감소해 가격이 크게... ",http://www.chungnamilbo.co.kr/news/articleView.html?idxno=562724
40630,2020.09.23.,뉴스티앤티,"이차영 괴산군수, 친환경 영농현장 찾아 '유기농산업 중요성 강조'","  안광진 농가는 지역 대표 농산물인 고추를 유기농으로 재배하는 강소농으로, 40년 넘게 고추 농사를 짓고... 성낙선 씨는 10년 넘게 대파와 감자 등 유기농산물을 생산하고 있고, 괴산유기농업인연합회 사업단장을 맡아... ",http://www.newstnt.com/news/articleView.html?idxno=63451
41104,2020.09.23.,아주경제,"[슬라이드 뉴스] 추석 일주일 앞둔 전통시장, 풍성한 한가위 보낼까","  공단은 “긴 장마와 태풍 등 연이은 기상 악재와 맞물려 전통시장과 대형마트 모두 물가가 상승한 것으로 조사됐다”며 “특히 무, 대파 등 채소류는 연이은 기상 악화로 작황이 매우 좋지 않고 출하량이 감소해... ",http://www.ajunews.com/view/20200922132909517
42056,2020.09.24.,농민신문,"[한눈에 보는 시세] 대파, 대목 수요 늘어…평년 대비 강세 유지","  태풍 피해로 이달초 1㎏ 상품 한단당 3777원까지 급등했다가 이후 내림세를 타 최근 2200∼2500원을 형성하고 있다. 그럼에도 지난해 9월의 1705원, 평년의 1850원과 견줘 여전히 높은 수준이다. 대파값 강세의 원인은 태풍... ",http://www.nongmin.com/article/ar_detail.htm?ar_id=600556
42807,2020.09.24.,뉴스1,"이차영 괴산군수 ""친환경 영농환경 조성하겠다""",  성낙선씨는 10년 넘게 대파와 감자 등 유기농산물을 생산하고 있다. 괴산유기농업인연합회 사업단장을 맡아 친환경 농업발전을 견인하고 있다. 안씨와 성씨는 친환경농업 발전에 이바지한 공로로 지난 8월... ,https://www.news1.kr/articles/?4069066
43020,2020.09.24.,대전일보,"이차영 괴산군수, '친환경 영농 환경 조성에 힘쓰겠다'","  안광진 농가는 괴산군 대표 농산물인 고추를 유기농으로 재배하는 강소농으로, 40년 넘게 고추 농사를 짓고... 성낙선 씨 역시 10년 넘게 대파와 감자 등 유기농산물을 생산하고 있고 괴산유기농업인연합회 사업단장을... ",http://www.daejonilbo.com/news/newsitem.asp?pk_no=1440963
43620,2020.09.24.,중부매일,"이차영 괴산군수, 친환경 영농현장 3곳 격려 방문","  안광진 농가는 괴산군 대표 농산물인 고추를 유기농으로 재배하는 강소농으로, 40년 넘게 고추 농사를 짓고... 성낙선 씨 역시 10년 넘게 대파와 감자 등 유기농산물을 생산하고 있고, 괴산유기농업인연합회 사업단장을... ",http://www.jbnews.com/news/articleView.html?idxno=1308100
44280,2020.09.25.,전북도민일보,부안 계화농협 로컬푸드 직매장 개장,"  신선농산물, 가공식품, 축산물 등을 판매한다. 개장한 로컬푸드 직매장에는 마늘, 양파, 상추, 깻잎, 대파, 쪽파, 가지, 옥수수, 호박, 누룽지 등 계화면 중·소농가에서 생산한 농산물로 가득 채워졌다. 개장식에서 권익현... ",http://www.domin.co.kr/news/articleView.html?idxno=1311178
45726,2020.09.27.,국민일보,농심 외면하는 농작물재해보험… 시늉만 낸 태풍 보상,"  1억원 규모의 사과농사 전부를 망쳤다고 하더라도 자부담을 제외한 보상금액은 약 3000만원 수준에 그치는 셈이다. 또한 대파나 양배추, 블루베리와 같은 일부 품목들은 특정 지역에서만 가입할 수 있거나 보험에 가입할... ",http://news.kmib.co.kr/article/view.asp?arcid=0924157753&code=14190000&cp=nv
45976,2020.09.27.,새전북신문,"부안 계화농협, 로컬푸드 직매장 개장","  신선농산물, 가공식품, 축산물 등을 판매한다. 실제 이날 매장에는 마늘과 양파, 상추, 깻잎, 대파, 쪽파, 가지, 옥수수, 호박, 누룽지 등 계화면 중·소농가에서 생산한 농산물로 채워졌다. 권익현 군수는 “계화농협... ",http://sjbnews.com/news/news.php?number=694656
45994,2020.09.27.,전라일보,"부안 계화농협, 로컬푸드 직매장(샵인샵) 개장","  신선농산물, 가공식품, 축산물 등을 판매한다. 실제 이날 매장에는 마늘과 양파, 상추, 깻잎, 대파, 쪽파, 가지, 옥수수, 호박, 누룽지 등 계화면 중ㆍ소농가에서 생산한 농산물로 채워졌다. 권익현 군수는 ""계화농협... ",http://www.jeollailbo.com/news/articleView.html?idxno=608987
46799,2020.09.28.,연합뉴스,[게시판] 메가마트 추석 제수용품·연휴 먹거리 할인 행사,"  이 기간 메가마트는 열무와 단배추, 시금치, 고구마, 애호박, 대파 등 기상 악화로 가격이 상승한 농산물은 물론 한우, 사과, 배 등도 대폭 할인된 가격에 판매한다. 또 안마의자, 목 안마기, 마사지 건 등 가전제품을 최대... ",http://yna.kr/AKR20200928159700051?did=1195m
47116,2020.09.28.,부안독립신문,"부안 계화농협, 로컬푸드 직매장 열어","  신선농산물, 가공식품, 축산물 등을 판매한다. 실제 이날 매장에는 마늘과 양파, 상추, 깻잎, 대파, 쪽파, 가지, 옥수수, 호박, 누룽지 등 계화면 중·소농가에서 생산한 농산물로 채워졌다. 권익현 군수는 ""계화농협... ",http://www.ibuan.com/news/articleView.html?idxno=32049
47481,2020.09.28.,부산제일경제,"메가마트, 막바지 추석 제수용품·먹거리 할인 '풍성'","  메가마트는 폭염과 태풍 등 기상 악화로 가격이 상승한 열무와 단배추 1단을 33% 할인된 각 1990원, 무는 개당 20% 할인된 2990원에 판다. 시금치, 고구마, 애호박, 대파, 고사리, 도라지 등 명절 인기 채소류는 물가안정... ",http://www.leaders.kr/news/articleView.html?idxno=214668
